agent_id,month,call_volume,avg_handle_time,first_call_resolution,csat_score,quality_score,transfer_rate,repeat_call_rate,incentive_payout,incentive_tier
A057,1,808,326.74101290931236,0.510680840042724,3.121607437693685,50.25418843972567,0.26364363801343693,0.29696743295102895,350.0,Gold
A058,1,451,467.6294625153525,0.6058392550457767,3.510276283565828,44.864836611139765,0.1399517468628984,0.2709543618951106,0.0,Bronze
A059,1,528,477.82600898756,0.5485404944053601,3.524650421031071,40.76322500139571,0.10370778002168358,0.30913029535507724,0.0,Bronze
A060,1,673,422.9928100801902,0.5729934014783957,3.5927049335858157,47.973073865516334,0.17848400494332592,0.24016776568183268,350.0,Gold
A061,1,642,374.11969066570157,0.532410154896876,3.097876204259074,52.85710618304029,0.1130628225341066,0.3012400950123065,350.0,Gold
A062,1,607,363.83988942938095,0.5487718194172854,3.3605565814719403,54.74939772342272,0.13390458014284704,0.272462039506122,150.0,Silver
A063,1,463,515.7928363595565,0.6362391201814174,3.5722691795385533,51.25110057148281,0.09931220275804517,0.2709074751839278,0.0,Bronze
A064,1,649,369.5481217406011,0.5860183014042218,3.2923139409804687,54.12305352641292,0.1582503570999222,0.20177585682776636,350.0,Gold
A065,1,725,345.48866036933885,0.5344447934033923,3.252338093660478,44.28501423068819,0.24088978248502219,0.28324925363140496,350.0,Gold
A066,1,542,455.89370504851024,0.5581318736237414,3.367988466398196,48.63685002244104,0.12452534805462044,0.2586626308769846,0.0,Bronze
A067,1,664,393.1778424566353,0.4,3.243604862420282,25.0,0.21647772374887075,0.3529678885190246,350.0,Gold
A068,1,515,506.5758317247836,0.628591796435383,3.7302750384427164,47.63225401006732,0.07368041691233368,0.2626646070468928,0.0,Bronze
A069,1,536,420.73658989448097,0.536789383424186,3.108525411626239,46.17188392690998,0.12008024674952814,0.2640554697856648,150.0,Silver
A070,1,461,465.36081042064154,0.6545587884040457,3.6734043351433763,54.96374643329838,0.02,0.21681126871310039,0.0,Bronze
A071,1,638,402.5451108390198,0.6090929282991382,3.7147021157771922,54.01653740441016,0.13608480590899608,0.2530428676236248,350.0,Gold
A072,1,678,326.86156863105373,0.43589131674411613,3.252553690376861,34.97684663583757,0.17339368128419758,0.2987442064828973,350.0,Gold
A073,1,505,443.89889820818354,0.5786343390534339,3.206140345852466,51.293130936152515,0.17784358864059335,0.29380577524219026,0.0,Bronze
A074,1,685,443.7020441976691,0.5173717244308238,2.990083310878769,47.010882558191724,0.22048461143365056,0.2819750942142471,200.0,Silver
A075,1,505,463.00110315236475,0.5898447159548252,3.7861124963715227,43.733747467084186,0.13262453237526134,0.1768524670384206,0.0,Bronze
A076,1,620,390.4130872689191,0.5234042322046893,3.370281823880118,49.99777880810195,0.2094865418599445,0.27939364541947004,150.0,Silver
A077,1,566,397.93606225328466,0.5478950325639327,3.180659194279604,39.418379592624134,0.13349272378051288,0.24968567234910774,150.0,Silver
A078,1,453,525.6805798482278,0.5903997807304817,3.607895892162261,43.21235475096008,0.10889102096807796,0.21490181324397895,0.0,Bronze
A079,1,424,478.8611566086366,0.5648806311715678,3.0504120403651465,48.23912274931276,0.12050235980920382,0.23692494838469566,0.0,Bronze
A080,1,625,453.49907292160475,0.5581768885084257,3.408375780601572,42.06307078256243,0.11175620992505814,0.28001149875161885,0.0,Bronze
A081,1,585,485.4881892307827,0.5347955514751053,3.4263493073539113,40.95608921849109,0.16279103842646672,0.3259410042574048,0.0,Bronze
A082,1,622,412.9612406103159,0.6212744680928763,3.753726642068947,56.71512867160864,0.11048160717911182,0.26088574697879885,150.0,Silver
A083,1,432,497.3252199527762,0.5164808758256039,3.145079168546416,47.643746289154116,0.04582432774902609,0.2752125480232862,0.0,Bronze
A084,1,463,507.67395197721095,0.605645159828739,3.6437687513599117,52.80289575462692,0.03215012098044451,0.27141906192362547,0.0,Bronze
A085,1,556,485.2040434841772,0.4149909540923614,2.836324212337016,40.09222061556942,0.13387327772880586,0.32023090905648566,0.0,Bronze
A086,1,686,403.18811961087636,0.6047250521888029,3.5776066579894215,44.77124145472693,0.15364065371467084,0.23727196804958453,350.0,Gold
A087,1,639,429.10472268167615,0.6429677479829774,3.5968668053492143,61.91452214038551,0.16662046912424155,0.20818202075981948,350.0,Gold
A088,1,470,483.8277280499669,0.5787584927359603,3.377883195657796,43.574193718501704,0.09361224122999053,0.21594173870306432,0.0,Bronze
A089,1,412,515.7266339810055,0.5698638833399737,3.314035153180944,45.273771349899945,0.07038460182489219,0.2603567354672271,0.0,Bronze
A090,1,516,426.35308428798083,0.5312262623335324,3.4337096691838065,52.922866207280855,0.08379355165484875,0.29225109976419095,150.0,Silver
A091,1,570,437.29523784618016,0.4545230540939139,3.1923655406264833,34.481599656833865,0.11033464643876792,0.31529206826198775,150.0,Silver
A092,1,718,371.13340811145036,0.6409478890232736,3.5826042548608035,46.74371108755985,0.20346804747362268,0.23114183655226977,350.0,Gold
A093,1,471,524.4862138543954,0.6744942056558193,3.8686192170333253,60.27535077597707,0.02,0.20182993591676882,0.0,Bronze
A094,1,575,376.24714378477876,0.4801148741205531,2.9181073425583435,38.526297945369336,0.19603084266471268,0.3262014361023278,150.0,Silver
A095,1,552,456.73069096618565,0.5355919900660843,3.284998061667403,41.945083847532494,0.08601947623089345,0.2462492463751687,0.0,Bronze
A096,1,692,364.39149419220735,0.5368893180629072,3.297415322352594,37.140543180569864,0.2630177062328795,0.30852511019014134,350.0,Gold
A097,1,614,389.8587893010212,0.543870028344357,3.693460553655945,37.42113196195217,0.20534881918436484,0.25238547809445544,150.0,Silver
A098,1,609,468.27699604499196,0.5871079171576358,3.339649953095229,42.05637111914348,0.1756342846213424,0.24258377601635467,0.0,Bronze
A099,1,704,326.60304922592434,0.49119804099399045,3.343639686799388,40.252621446778285,0.24149422240843393,0.2595172278839335,350.0,Gold
A100,1,550,468.676930137951,0.5526837894348856,3.579190210132976,49.325573592789496,0.07667231484823929,0.26388441981947663,0.0,Bronze
A101,1,683,412.77902862517686,0.4712509177245075,3.180564275402286,40.11412700093059,0.24173819117847953,0.34075900666453635,350.0,Gold
A102,1,576,434.0338663627586,0.6306712464026732,3.8971147165479105,53.60047788683156,0.12868773471830375,0.2632003440922494,150.0,Silver
A103,1,608,402.3663310627526,0.41021554325839305,2.9605474533947818,37.98051084970643,0.21369640264051282,0.3652664460574838,150.0,Silver
A104,1,651,340.9854118383438,0.5721836244323343,3.4620247055999944,44.62005869925575,0.23729626490148326,0.28679082660508437,350.0,Gold
A105,1,397,525.1568684241513,0.6577345356870561,3.756070220999738,47.63925605634347,0.059902061346842755,0.2037960908692665,0.0,Bronze
A106,1,672,439.31901234825824,0.461433211092407,3.2795555309192106,31.22083098082201,0.21216015336407484,0.30550303883321045,350.0,Gold
A107,1,698,318.20653992050086,0.44853694757071677,3.123901256267729,32.51067062783041,0.16981618894497255,0.2971792470981894,350.0,Gold
A108,1,665,427.79799091092974,0.5208550647635947,3.22111924585498,45.22456832025913,0.14984478799450732,0.33157522121573335,350.0,Gold
A109,1,482,468.2655586699841,0.559626611032412,3.2105997574511416,42.03412010894238,0.07738787287249568,0.2402456961942459,0.0,Bronze
A110,1,503,480.7235107157111,0.5598785008362418,3.411009910029957,42.23023519636362,0.09126582748538284,0.3028595303471766,0.0,Bronze
A111,1,510,463.6609685955042,0.5339976587217459,3.1744212773458487,34.32859790709497,0.10735235858318226,0.31318955261456466,0.0,Bronze
A112,1,579,471.60613996096043,0.5150854545219068,3.237506264543097,36.01278195229494,0.23672691432931825,0.34885442424271984,0.0,Bronze
A113,1,548,417.3584986083226,0.49414513538149163,3.3956503992515317,50.901027949962184,0.15516192509672122,0.29005134806851846,150.0,Silver
A114,1,689,402.0392524785901,0.4,2.8126928613633595,30.6392478443473,0.2401183386866392,0.36136966478740484,350.0,Gold
A115,1,448,590.1784252826317,0.5909001850856391,3.636892341517081,54.210442597269825,0.031610242422538355,0.33208948106190966,0.0,Bronze
A116,1,557,417.4526945508111,0.5529268810653475,3.380991643176043,42.42513459889611,0.1118652759935953,0.26029999726585007,150.0,Silver
A117,1,477,508.29961426224116,0.5911914106635314,3.6753901743615427,48.81395804460139,0.048067416456691055,0.21747222830861662,0.0,Bronze
A118,1,736,339.2601914320404,0.4,2.5196037188515894,32.21444318501652,0.236385448253862,0.28359969898276705,350.0,Gold
A119,1,600,434.4019903857206,0.4790670224298636,3.0696372527440303,44.28666266290612,0.174951840773266,0.32975455189389447,150.0,Silver
A120,1,555,420.83160878292136,0.5601409245348563,3.467260050243529,43.380853927788635,0.09215159348998725,0.2194491239443,150.0,Silver
A121,1,479,464.1510411680609,0.6302972908361008,3.8383179799223437,52.74079652488735,0.08186105128943441,0.23671151207742197,0.0,Bronze
A122,1,591,420.5035312698508,0.55711977073334,3.3301273392306086,48.67148947301256,0.15442518362000068,0.2902714873178328,150.0,Silver
A123,1,436,558.3507416693154,0.5931223800764716,3.331736513287449,53.654340657731375,0.02,0.2683063140743088,0.0,Bronze
A124,1,580,424.0784806548671,0.5320882223971617,3.4031722299641167,57.126569073177,0.12697905138109547,0.2999280569666605,150.0,Silver
A125,1,658,399.6626130822464,0.42203359794647916,2.8475111510327245,34.892910278158574,0.2185943960857963,0.3378552564954339,350.0,Gold
A126,1,688,312.0349445370561,0.5259137417389511,3.062727019082046,40.974624295601366,0.26313710614908625,0.32800047770382135,350.0,Gold
A127,1,437,454.19075231352855,0.6781342550828728,3.665196947483173,49.28348748833298,0.10599925687975033,0.20017680654468695,0.0,Bronze
A128,1,684,388.684285643407,0.5469507947539523,3.2836054776333157,29.179424629522444,0.17617370398273985,0.26090982794466316,350.0,Gold
A129,1,411,578.4110344223336,0.5749867751473333,3.48323909309673,53.26526683520971,0.049854205231566535,0.24682550658294194,0.0,Bronze
A130,1,521,455.1687562396656,0.6302992035632725,3.3225001773206104,48.452372432656084,0.06283898394470278,0.27278607293056933,0.0,Bronze
A131,1,507,493.6902903180824,0.5494930069955839,3.4955935877691995,42.62872777871285,0.14773136278681578,0.3072147548536183,0.0,Bronze
A132,1,432,545.4099540747634,0.5595602267576757,3.663034218636923,45.53669267099096,0.03129747235752639,0.28971266887648495,0.0,Bronze
A133,1,578,375.63059699868523,0.5051381183738738,3.254413945470095,34.7397018704536,0.1928517935044651,0.3334495626571483,150.0,Silver
A134,1,662,363.44225770392075,0.7331727123467522,3.7485067357954645,53.03809331780052,0.21411897776290972,0.17138968904000768,350.0,Gold
A135,1,643,392.71741701916596,0.5270831489332541,3.295911073907466,58.813005564182355,0.1410522988789092,0.33918346377323244,350.0,Gold
A136,1,585,403.29525919507313,0.4754864645534785,3.1122017503363573,37.18583702967687,0.13844072558989295,0.3555025728299764,150.0,Silver
A137,1,617,416.57791077460286,0.557847370829087,3.4435270443370434,48.6518139360104,0.14949756569447795,0.29892971158573756,150.0,Silver
A138,1,714,345.196573088285,0.5355054703822951,3.3922078396683313,48.76235466883357,0.2530083454521459,0.33925177911021376,350.0,Gold
A139,1,510,458.6399719173176,0.5795725549557829,3.3590153017832645,48.27439231205436,0.0663938936104975,0.21847228178735364,0.0,Bronze
A140,1,543,424.9544623412406,0.503195192437997,3.2053155652090717,38.4264484856172,0.09535947591156521,0.2829884789369216,150.0,Silver
A141,1,514,548.2694355819449,0.5855236858317172,3.6303439622034186,49.43739284596169,0.08207409719626821,0.24373142184685453,0.0,Bronze
A142,1,614,387.5762530300389,0.4099290321994843,3.1272763470758247,26.32179036504525,0.2242047291640939,0.3576727668329266,150.0,Silver
A143,1,648,385.87172638883374,0.5157468170267687,3.3178149131329215,36.21498538254387,0.23648561262723222,0.26219705100122814,350.0,Gold
A144,1,605,388.2084610495106,0.6557815262979994,3.811109468549662,58.66977838997674,0.11780649527265401,0.2604122439609248,150.0,Silver
A145,1,678,389.207460357336,0.7309976630709438,3.9839219034062245,64.29693323073414,0.11531651101930919,0.24871701909152386,350.0,Gold
A146,1,503,460.5528596962336,0.48827018113741166,3.386762518386128,31.057798170136447,0.17889753602565386,0.32554801454755533,0.0,Bronze
A147,1,513,390.8933753626843,0.5148810855049373,3.33090945131469,48.572266284987236,0.09349098768561401,0.3025600965078701,150.0,Silver
A148,1,419,582.9798515519904,0.5839252597401295,3.42388185574082,53.499452383513585,0.04722335699210929,0.2367936958769257,0.0,Bronze
A149,1,658,465.3658054667658,0.5153176615619491,3.4848596838685917,45.37991193010438,0.18015360696443303,0.2684674063914594,200.0,Silver
A150,1,754,324.8576214708149,0.5122965503910494,3.298848531943021,41.63356551398954,0.24070849800185665,0.3325699470024802,350.0,Gold
A151,1,545,396.975745715115,0.629573802406867,3.5193760440385695,54.35203843466394,0.0981035856839918,0.2715509491544132,150.0,Silver
A152,1,580,446.442342184554,0.5452819277652731,3.3239876863322295,46.77457464517869,0.1468373922272569,0.2807166433125644,0.0,Bronze
A153,1,569,423.09076309840174,0.6283902141697195,3.672493691308967,45.1062894231364,0.031692421937130275,0.23610662795913548,150.0,Silver
A154,1,474,496.4024598686605,0.5814029966771084,3.610445598303676,48.109962051884025,0.066957175454403,0.20666456513581535,0.0,Bronze
A155,1,658,337.5653569063455,0.4791791127173757,3.106077427222865,46.43077889443472,0.2104502657759631,0.27620278235251655,350.0,Gold
A156,1,540,500.6755318710119,0.5200598275092697,3.356267549737434,39.66504178451296,0.09805802978483581,0.3493186416104838,0.0,Bronze
A157,1,680,353.7337841267789,0.5152552012552383,3.4631074572844343,40.304171876056024,0.19342574445456065,0.2554842523678307,350.0,Gold
A158,1,657,458.2997851478609,0.5162772366457954,3.453563895408554,42.465135991247905,0.15995175888367857,0.2991734999783142,200.0,Silver
A159,1,461,494.758734105866,0.7570265943242442,4.112015776712772,73.26245964312716,0.020100324149866455,0.22741268146615823,150.0,Silver
A160,1,479,442.3173918921304,0.7003837888232507,4.0055101484412425,67.00446967861747,0.07125497925099106,0.18219880443063094,225.0,Silver
A161,1,582,426.93716126720204,0.45975374618319076,2.9187002881538078,48.52361187303974,0.1388240021489606,0.3216398157701562,150.0,Silver
A162,1,517,455.74722849660077,0.4965455199813318,3.311316958438636,46.098731379573344,0.13084221202014873,0.32951925813278693,0.0,Bronze
A163,1,500,475.7271362901757,0.6098851914360657,3.828044077128881,45.330211467152765,0.1368309293137646,0.25642090308279125,0.0,Bronze
A164,1,563,447.107056081775,0.6366172993232914,3.6140939589757606,40.82079584489514,0.14074334861879878,0.33140517194068647,0.0,Bronze
A165,1,485,534.8671087724466,0.5481519383852809,3.3455000284021352,59.17195953515122,0.07021283521059654,0.23068124687954178,0.0,Bronze
A166,1,478,453.6207551716302,0.6039967644694335,3.432966550028465,41.243219005969834,0.09171692949529127,0.29016315010874294,0.0,Bronze
A167,1,579,456.49862066228957,0.5636578772158468,3.303618973043063,51.372434593514484,0.1677073996990552,0.26935279699176734,0.0,Bronze
A168,1,444,537.1417859002134,0.662667278069099,3.6704341977709407,48.50793347457721,0.02,0.25809069341746066,0.0,Bronze
A169,1,523,428.87863583828045,0.6322440456532592,3.5939252306534577,52.54770097279785,0.12485325869922809,0.2603415962896737,150.0,Silver
A170,1,577,402.2116618843612,0.4817011213729346,2.9070554230006573,33.91444663561626,0.15288594949920514,0.28532486553752623,150.0,Silver
A171,1,689,358.0036082354396,0.4180994670761571,2.9182884776665294,32.502599086345406,0.24651125592345832,0.3396301049433174,350.0,Gold
A172,1,562,463.8782940901072,0.5709305896073072,3.6337234421263123,50.23051550687446,0.15057289705313717,0.2158907206151285,0.0,Bronze
A173,1,741,329.2225616457956,0.5565500757674988,3.229585010037164,46.860564251601545,0.16644730343025135,0.2954773947101423,350.0,Gold
A174,1,450,550.5942017150784,0.5109065754075233,3.5460100944683224,46.0082730236945,0.07872139384689601,0.30458212381670646,0.0,Bronze
A175,1,626,339.3849731632438,0.5423416694606303,3.3864888398634476,42.54790373184536,0.1652197128829721,0.3022231372750409,150.0,Silver
A176,1,549,440.61102186292874,0.5615776654010746,3.5855883978058145,50.09886736475402,0.10145035116872082,0.3071124835921847,150.0,Silver
A177,1,432,447.90058967959163,0.7503076368785412,3.906017642031033,65.11352042856316,0.10623505752627527,0.21090554045487483,75.0,Bronze
A178,1,470,498.9109402144655,0.639693646557646,3.7914656508971154,43.07710600501585,0.07428425058005177,0.24856522397088984,0.0,Bronze
A179,1,636,405.69350136988805,0.5235209117985081,3.150543047337667,45.020643602456666,0.1583001981049374,0.26415958518075794,150.0,Silver
A180,1,664,380.61006985429555,0.532556580747426,3.4251926324719,43.096370363085384,0.18555939703656565,0.2656107447915581,350.0,Gold
A181,1,666,293.86860442406214,0.6087549613754017,3.499127194706428,55.91693067395392,0.13944548186349193,0.2921000540551592,350.0,Gold
A182,1,551,466.6735220925174,0.5310144932212214,3.3978780388821295,41.5588881584,0.1276171961647043,0.33068426488269076,0.0,Bronze
A183,1,543,482.6826699123289,0.5826549393745284,3.331325201191534,45.067852155169035,0.11655346723936874,0.25979471116082703,0.0,Bronze
A184,1,608,418.84412182729926,0.5943886820482415,3.372482077044076,49.59970329519536,0.1483796112309754,0.26362460959830164,150.0,Silver
A185,1,434,567.4347466962016,0.6215226965198211,3.7678519425315256,44.73407038110757,0.04746620517075932,0.22425249014225856,0.0,Bronze
A186,1,546,421.5687742596062,0.4904427654004653,3.0425209874969363,47.2274600767875,0.11756736824308511,0.33900559919783724,150.0,Silver
A187,1,545,492.6353037926699,0.5067376600952302,3.307454635115649,37.77676577625822,0.1023370700954206,0.3172674406726612,0.0,Bronze
A188,1,545,471.38975200075276,0.612901035099057,3.4035433718738792,48.86863992868195,0.1337803744037938,0.3130761090542896,0.0,Bronze
A189,1,537,360.2412199168706,0.48944274691480905,3.2678846434560507,38.6678261160577,0.22103191520495863,0.27787320891868417,150.0,Silver
A190,1,466,502.4511863741875,0.6241465876124095,3.4833910247663136,50.02861043031186,0.06522499894855623,0.23900112798448972,0.0,Bronze
A191,1,771,305.83432352053893,0.6362051132208181,3.6740391050343906,55.49343965102057,0.21236331270149716,0.25246133238743995,350.0,Gold
A192,1,692,374.64952594863956,0.49500703458499035,3.2732363549988674,48.98572905389531,0.21791821160842878,0.321391872297777,350.0,Gold
A193,1,634,423.12501767560445,0.5873317062726787,3.379322770370849,43.12629825553294,0.11868552764661022,0.2585972883644995,150.0,Silver
A194,1,468,505.25970852131525,0.7326918877558479,4.051835194599127,56.524610084999026,0.09534143629717245,0.18073441218404984,75.0,Bronze
A195,1,685,329.79214715259053,0.5895589902256941,3.5177548917531043,43.932071833126265,0.18328003309920848,0.2906186297774294,350.0,Gold
A196,1,507,483.1942753834374,0.5054968438971829,3.2017670644807095,43.79448866051672,0.14968816432003762,0.31943532331749425,0.0,Bronze
A197,1,707,309.59056001060924,0.4982582935398017,2.969888652779021,37.740736247398836,0.22021694831077365,0.2732084595671676,350.0,Gold
A198,1,488,460.0420551782718,0.5576454794272383,3.080994201539123,36.318710957990604,0.16796033613115685,0.3176050922622695,0.0,Bronze
A199,1,513,500.7019241049088,0.5883080175591753,3.6066068628924097,46.71931356795461,0.10871036097293776,0.29978275425222795,0.0,Bronze
A200,1,602,401.1735593942163,0.638157012935144,3.380333664578548,45.55745640042249,0.14610342442720775,0.24876608974337616,150.0,Silver
A001,2,488,518.6198062588307,0.6689203675817268,3.5735815522951104,51.41355998069097,0.07353502659050495,0.19059700090153142,0.0,Bronze
A002,2,487,544.6118043111113,0.5669532486684687,3.466223514244151,44.92117060484348,0.09622641504452942,0.30483544710148897,0.0,Bronze
A003,2,511,463.3579744757117,0.4406629971660103,3.074797772980659,38.91370864898171,0.210372545881108,0.2878991129406148,0.0,Bronze
A004,2,403,471.78871673517466,0.5568355696328998,3.4182525146870684,42.56758694194794,0.02,0.28583987075068207,0.0,Bronze
A005,2,504,428.42910050006725,0.548316283029219,3.0854137930788954,53.15421718264759,0.1762103754605025,0.2553188680355276,150.0,Silver
A006,2,692,374.74181049049895,0.562539916275441,3.2328533970449382,32.854397952890956,0.22819513797843183,0.2915857029820564,350.0,Gold
A007,2,361,507.2313333274885,0.680534640992541,3.79402255704273,58.78119752633517,0.02,0.22676838682514633,0.0,Bronze
A008,2,592,447.07168494775885,0.4622852796407893,3.1740777486515785,37.12465585535866,0.15251685436118614,0.2672432093987843,0.0,Bronze
